Companies;YearFinancialIndicator;ROA;TobinsQ;ROE;YearNewsWeekGR;GreenScore;EnergyProductivity;CarbonProductivity;WaterProductivity;WasteProductivity;Green Revenue;SustainabilityPayLink;SustainableThemedCommitment;AuditScore;FirmSize;Leverage;NetMargin;Industry
350;2013;0,21;;0,23;2014;0,27;0,37;0,38;0,00;0,00;0,52;0;0;1;9,70;0,00;0,30;4,00
350;2014;0,22;;0,23;2015;0,40;0,06;0,04;0,06;0,09;0,10;0;0;1;9,75;0,00;0,31;4,00
350;2015;0,22;;0,25;2016;0,40;0,09;0,05;0,02;0,09;0,10;0;0;1;9,71;0,00;0,29;4,00
351;2013;0,04;0,27;0,15;2014;0,34;0,46;0,22;0,00;0,00;0,45;1;1;0;11,02;0,25;0,14;4,00
351;2014;0,04;0,29;0,15;2015;0,33;0,00;0,02;0,00;0,00;0,16;1;1;0;11,01;0,26;0,13;4,00
351;2015;0,03;0,28;0,14;2016;0,35;0,00;0,04;0,00;0,00;0,16;1;1;0;11,00;0,27;0,13;4,00
352;2013;0,17;5,34;0,29;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,28;0,00;0,06;1,00
352;2014;0,18;4,95;0,30;2015;0,10;0,00;0,00;0,00;0,00;0,10;0;0;0;9,31;0,00;0,06;1,00
352;2015;0,17;4,58;0,30;2016;0,16;0,00;0,06;0,00;0,00;0,10;0;0;0;9,37;0,16;0,07;1,00
353;2013;-0,04;7,66;-0,15;2014;0,08;0,00;0,00;0,00;0,00;0,39;0;0;0;9,38;0,90;-0,04;1,00
353;2014;-0,06;4,93;-0,32;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;9,77;1,99;-0,09;1,00
353;2015;-0,13;3,92;-0,90;2016;0,21;0,00;0,05;0,00;0,00;0,16;0;0;0;9,91;1,87;-0,22;1,00
354;2013;0,07;0,90;0,14;2014;0,13;0,00;0,12;0,28;0,00;0,35;0;0;0;10,07;0,30;0,02;2,00
354;2014;0,05;0,84;0,12;2015;0,16;0,00;0,03;0,03;0,00;0,10;0;0;0;10,38;0,76;0,02;2,00
354;2015;0,05;1,00;0,13;2016;0,22;0,06;0,04;0,02;0,00;0,10;0;0;0;10,36;0,62;0,03;2,00
355;2013;0,04;;0,29;2014;0,08;0,00;0,00;0,00;0,00;0,41;0;0;0;10,68;3,35;0,09;1,00
355;2014;0,04;;0,27;2015;0,21;0,00;0,00;0,00;0,00;0,16;0;0;1;10,69;2,83;0,09;1,00
355;2015;0,04;;0,21;2016;0,23;0,00;0,02;0,00;0,00;0,16;0;0;1;10,69;2,50;0,08;1,00
356;2013;0,06;1,15;0,12;2014;0,39;0,73;0,59;0,00;0,00;0,72;0;1;0;10,83;0,67;0,12;1,00
356;2014;0,06;1,40;0,14;2015;0,29;0,00;0,09;0,00;0,00;0,16;0;1;0;10,80;0,87;0,14;1,00
356;2015;0,06;1,10;0,16;2016;0,23;0,00;0,02;0,00;0,00;0,16;0;0;1;10,81;1,00;0,14;1,00
357;2013;0,11;2,45;0,19;2014;0,42;0,27;0,17;0,27;0,58;0,86;0;1;0;10,28;0,38;0,17;7,00
357;2014;0,16;3,16;0,26;2015;0,35;0,04;0,02;0,06;0,08;0,10;0;1;0;10,25;0,35;0,21;7,00
357;2015;0,18;3,33;0,29;2016;0,35;0,05;0,02;0,04;0,08;0,13;0;1;0;10,21;0,31;0,23;7,00
358;2013;0,04;0,84;0,14;2014;0,48;0,36;0,27;0,35;0,70;0,40;1;1;0;10,11;0,73;0,04;6,00
358;2014;0,04;0,89;0,12;2015;0,39;0,02;0,02;0,02;0,11;0,07;1;1;0;10,17;0,78;0,04;6,00
358;2015;0,05;0,82;0,15;2016;0,42;0,02;0,02;0,04;0,11;0,08;1;1;0;10,17;0,72;0,05;6,00
359;2013;0,12;;0,17;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,20;0,05;0,08;1,00
359;2014;0,11;;0,17;2015;0,12;0,00;0,00;0,00;0,00;0,12;0;0;0;9,32;0,19;0,08;1,00
359;2015;0,08;;0,16;2016;0,14;0,00;0,02;0,00;0,00;0,12;0;0;0;9,46;0,21;0,07;1,00
360;2013;0,02;0,74;0,38;2014;0,38;0,11;0,28;0,00;0,51;0,74;0;1;1;10,57;3,66;0,01;6,00
360;2014;0,03;1,09;0,37;2015;0,55;0,09;0,10;0,03;0,04;0,10;1;1;1;10,57;4,46;0,03;6,00
360;2015;0,18;0,86;1,29;2016;0,59;0,11;0,12;0,04;0,02;0,10;1;1;1;10,61;1,16;0,19;6,00
361;2013;0,06;1,30;0,15;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,92;0,86;0,07;5,00
361;2014;0,07;1,53;0,17;2015;0,14;0,00;0,00;0,00;0,00;0,14;0;0;0;9,95;0,80;0,08;5,00
361;2015;0,06;1,51;0,17;2016;0,15;0,00;0,01;0,00;0,00;0,14;0;0;0;9,98;1,37;0,06;5,00
362;2013;0,07;1,18;0,18;2014;0,50;0,77;0,91;0,00;0,00;0,76;0;1;1;10,91;0,46;0,05;5,00
362;2014;0,07;1,38;0,17;2015;0,75;0,13;0,13;0,13;0,11;0,14;0;1;1;10,94;0,49;0,04;5,00
362;2015;0,06;1,34;0,18;2016;0,72;0,10;0,11;0,13;0,14;0,14;0;1;1;11,05;0,75;0,04;5,00
363;2013;0,01;0,15;0,10;2014;0,45;0,29;0,23;0,15;0,17;0,87;1;0;1;10,77;0,30;0,08;4,00
363;2014;0,01;0,14;0,05;2015;0,47;0,02;0,03;0,03;0,08;0,16;1;0;1;10,80;0,31;0,04;4,00
363;2015;0,01;0,14;0,10;2016;0,44;0,01;0,03;0,03;0,06;0,16;1;0;1;10,78;0,29;0,08;4,00
364;2013;0,12;2,81;0,98;2014;0,53;0,34;0,57;0,55;0,61;0,34;1;0;1;10,56;1,68;0,08;6,00
364;2014;0,08;3,05;0,62;2015;0,55;0,03;0,04;0,05;0,15;0,13;1;0;1;10,55;5,04;0,05;6,00
364;2015;0,13;2,46;2,10;2016;0,48;0,02;0,04;0,06;0,08;0,13;1;0;1;10,58;5,80;0,08;6,00
365;2013;0,02;0,32;0,16;2014;0,26;0,14;0,16;0,00;0,00;0,35;1;1;0;11,56;0,55;0,29;4,00
365;2014;0,02;0,34;0,15;2015;0,31;0,03;0,03;0,00;0,00;0,10;1;1;0;11,60;0,83;0,28;4,00
365;2015;0,01;0,31;0,14;2016;0,32;0,04;0,03;0,00;0,00;0,10;1;1;0;11,63;0,79;0,28;4,00
366;2013;0,07;1,30;0,19;2014;0,60;0,72;0,38;0,74;0,43;0,31;1;1;1;10,96;0,57;0,10;6,00
366;2014;0,08;1,25;0,26;2015;0,43;0,00;0,03;0,05;0,03;0,12;1;1;1;10,96;0,71;0,14;6,00
366;2015;0,06;1,10;0,21;2016;0,46;0,00;0,04;0,06;0,05;0,11;1;1;1;10,94;0,83;0,09;6,00
367;2013;0,14;3,79;0,19;2014;0,17;0,13;0,73;0,00;0,00;0,18;0;0;0;10,56;0,00;0,42;7,00
367;2014;0,15;4,05;0,20;2015;0,35;0,03;0,13;0,00;0,00;0,10;1;0;0;10,59;0,00;0,43;7,00
367;2015;0,15;3,32;0,23;2016;0,31;0,00;0,11;0,00;0,00;0,10;1;0;0;10,74;0,54;0,48;7,00
368;2013;0,12;2,58;0,22;2014;0,40;0,57;0,36;0,00;0,00;0,31;1;1;1;10,01;0,23;0,11;1,00
368;2014;0,13;3,18;0,22;2015;0,41;0,02;0,04;0,01;0,02;0,12;1;1;1;10,03;0,24;0,11;1,00
368;2015;0,10;2,67;0,20;2016;0,36;0,00;0,04;0,00;0,00;0,12;1;1;1;10,03;0,26;0,08;1,00
369;2013;0,11;1,60;0,42;2014;0,42;0,37;0,39;0,34;0,09;0,70;1;0;0;10,36;2,47;0,18;1,00
369;2014;0,10;1,81;0,60;2015;0,55;0,11;0,12;0,04;0,02;0,16;1;0;0;10,37;3,92;0,17;1,00
369;2015;0,08;1,28;0,60;2016;0,68;0,09;0,11;0,13;0,03;0,16;1;0;1;10,35;3,11;0,14;1,00
370;2013;0,06;;0,15;2014;0,14;0,00;0,00;0,00;0,00;0,47;0;1;0;10,67;0,32;0,02;3,00
370;2014;0,08;;0,18;2015;0,07;0,00;0,00;0,00;0,00;0,02;0;1;0;10,66;0,28;0,03;3,00
370;2015;0,09;;0,19;2016;0,16;0,00;0,09;0,00;0,00;0,02;0;1;0;10,65;0,35;0,05;3,00
371;2013;0,08;2,81;0,14;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,09;0,08;0,16;7,00
371;2014;0,09;2,11;0,16;2015;0,19;0,00;0,00;0,00;0,00;0,19;0;0;0;10,18;0,07;0,19;7,00
371;2015;0,06;1,28;0,12;2016;0,21;0,00;0,02;0,00;0,00;0,19;0;0;0;10,20;0,20;0,15;7,00
372;2013;0,02;1,10;0,07;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;10,30;1,82;0,14;4,00
372;2014;0,04;1,19;0,15;2015;0,38;0,03;0,02;0,04;0,10;0,14;0;0;1;10,33;1,99;0,30;4,00
372;2015;0,04;1,18;0,13;2016;0,38;0,02;0,02;0,06;0,08;0,14;0;0;1;10,33;2,05;0,27;4,00
373;2013;0,14;4,88;0,80;2014;0,00;0,00;0,00;0,00;0,00;0,00;0;0;0;9,40;2,32;0,22;6,00
373;2014;0,15;4,95;0,72;2015;0,16;0,00;0,00;0,00;0,00;0,16;0;0;0;9,37;5,22;0,23;6,00
373;2015;0,10;2,89;0,48;2016;0,17;0,00;0,01;0,00;0,00;0,16;0;0;0;9,75;1,67;0,25;6,00
374;2013;-0,18;6,98;-0,38;2014;0,18;0,00;0,00;0,00;0,00;0,91;0;0;0;9,37;0,36;-0,37;5,00
374;2014;-0,33;11,92;-0,64;2015;0,17;0,00;0,00;0,00;0,00;0,17;0;0;0;9,37;0,74;-1,27;5,00
374;2015;-0,23;12,13;-0,60;2016;0,18;0,00;0,01;0,00;0,00;0,17;0;0;0;9,40;0,79;-0,54;5,00
375;2013;0,02;1,28;0,05;2014;0,20;0,00;0,17;0,00;0,00;0,89;0;0;0;10,30;1,06;0,16;4,00
375;2014;0,02;1,46;0,06;2015;0,40;0,00;0,06;0,00;0,00;0,15;1;1;1;10,33;1,25;0,15;4,00
375;2015;0,02;1,40;0,04;2016;0,38;0,00;0,03;0,00;0,00;0,15;1;1;1;10,35;1,17;0,13;4,00
376;2013;0,05;0,68;0,33;2014;0,30;0,58;0,41;0,00;0,00;0,28;0;1;1;11,44;2,31;0,10;10,00
376;2014;0,04;1,30;0,68;2015;0,52;0,10;0,06;0,00;0,00;0,16;1;1;1;11,37;8,99;0,08;10,00
376;2015;0,07;1,25;1,24;2016;0,54;0,10;0,06;0,02;0,00;0,16;1;1;1;11,39;6,31;0,14;10,00
377;2013;0,08;2,12;0,14;2014;0,42;0,92;0,52;0,00;0,00;1,00;0;0;0;9,55;0,22;0,04;5,00
377;2014;0,05;2,16;0,10;2015;0,21;0,00;0,06;0,00;0,00;0,15;0;0;0;9,59;0,67;0,03;5,00
377;2015;0,12;2,29;0,24;2016;0,19;0,00;0,04;0,00;0,00;0,15;0;0;0;9,63;0,74;0,23;5,00
378;2013;0,12;1,59;0,23;2014;0,49;0,58;0,53;0,67;0,00;0,60;1;0;0;10,56;0,65;0,22;2,00
378;2014;0,12;1,34;0,24;2015;0,30;0,00;0,06;0,00;0,00;0,14;1;0;0;10,69;0,73;0,23;2,00
378;2015;0,16;1,47;0,35;2016;0,31;0,08;0,08;0,00;0,00;0,14;0;0;0;10,69;0,71;0,25;2,00
379;2013;-0,20;8,18;-0,24;2014;0,26;0,22;0,19;0,00;0,00;0,50;1;0;0;11,98;0,02;-0,44;7,00
379;2014;-0,11;7,56;-0,19;2015;0,29;0,00;0,00;0,00;0,00;0,19;1;0;0;9,34;0,40;-0,37;7,00
379;2015;-0,11;5,68;-0,21;2016;0,36;0,00;0,07;0,00;0,00;0,19;1;0;0;9,37;0,44;-0,31;7,00
380;2013;0,07;1,17;0,13;2014;0,42;0,64;0,31;0,20;0,00;1,00;0;1;0;10,18;0,19;0,07;7,00
380;2014;0,10;1,49;0,18;2015;0,34;0,01;0,00;0,03;0,13;0,11;0;1;0;10,19;0,25;0,10;7,00
380;2015;0,09;0,66;0,14;2016;0,33;0,10;0,01;0,01;0,05;0,11;0;1;0;10,18;0,23;0,09;7,00
381;2013;0,01;0,27;0,14;2014;0,30;0,10;0,21;0,00;0,00;0,28;1;1;1;12,18;0,99;0,25;4,00
381;2014;0,01;0,30;0,13;2015;0,38;0,02;0,03;0,01;0,02;0,10;1;1;1;12,23;1,11;0,26;4,00
381;2015;0,01;0,34;0,13;2016;0,38;0,03;0,03;0,01;0,01;0,10;1;1;1;12,25;1,17;0,26;4,00
382;2013;0,10;;0,15;2014;0,25;0,55;0,18;0,00;0,00;0,43;0;1;0;9,74;0,01;0,04;2,00
382;2014;0,10;;0,15;2015;0,45;0,09;0,02;0,05;0,02;0,13;1;1;0;9,76;0,02;0,04;2,00
382;2015;0,09;;0,14;2016;0,32;0,00;0,04;0,00;0,00;0,13;1;1;0;9,76;0,02;0,03;2,00
383;2013;0,05;0,88;0,18;2014;0,21;0,14;0,25;0,30;0,38;0,24;0;0;0;10,19;0,37;0,04;1,00
383;2014;0,04;0,95;0,13;2015;0,53;0,05;0,05;0,07;0,06;0,15;1;1;0;10,30;0,74;0,03;1,00
383;2015;0,04;0,82;0,16;2016;0,36;0,00;0,06;0,00;0,00;0,15;1;1;0;10,28;0,73;0,04;1,00
384;2013;0,06;1,35;0,23;2014;0,47;0,42;0,07;0,60;0,00;0,51;1;1;1;10,35;1,42;0,09;6,00
384;2014;0,04;1,50;0,14;2015;0,37;0,00;0,02;0,00;0,00;0,15;1;1;1;10,33;1,63;0,06;6,00
384;2015;0,04;1,61;0,13;2016;0,36;0,00;0,02;0,00;0,00;0,13;1;1;1;10,31;1,44;0,06;6,00
385;2013;0,02;1,40;0,09;2014;0,10;0,00;0,00;0,00;0,00;0,52;0;0;0;10,43;2,33;0,06;3,00
385;2014;0,05;1,09;0,31;2015;0,06;0,00;0,00;0,00;0,00;0,01;0;0;1;10,70;2,38;0,28;3,00
385;2015;-0,01;0,90;-0,08;2016;0,10;0,00;0,00;0,00;0,00;0,05;0;0;1;10,69;3,87;-0,08;3,00
386;2013;0,08;1,43;0,24;2014;0,29;0,31;0,46;0,49;0,00;0,01;0;1;1;11,32;0,61;0,04;2,00
386;2014;0,08;1,41;0,21;2015;0,39;0,00;0,07;0,00;0,00;0,12;1;1;1;11,32;0,56;0,03;2,00
386;2015;0,07;1,11;0,19;2016;0,38;0,00;0,06;0,00;0,00;0,12;1;1;1;11,31;0,56;0,03;2,00
387;2013;0,08;1,26;0,80;2014;0,17;0,00;0,00;0,00;0,00;0,62;0;1;0;10,01;3,81;0,14;7,00
387;2014;0,09;1,25;0,74;2015;0,50;0,12;0,00;0,13;0,00;0,10;1;1;0;10,00;2,86;0,15;7,00
387;2015;0,08;1,27;0,62;2016;0,31;0,00;0,06;0,00;0,00;0,10;1;1;0;9,98;2,30;0,15;7,00
388;2013;0,04;1,55;0,10;2014;0,36;0,08;0,19;0,17;0,35;0,22;1;1;1;10,16;0,80;0,07;4,00
388;2014;0,13;1,69;0,28;2015;0,45;0,01;0,03;0,03;0,05;0,14;1;1;1;10,13;1,02;0,24;4,00
388;2015;0,04;1,44;0,09;2016;0,43;0,01;0,02;0,03;0,03;0,14;1;1;1;10,10;1,11;0,07;4,00
389;2013;0,04;1,43;0,26;2014;0,62;0,39;0,62;0,36;0,20;0,91;1;1;1;9,99;2,84;0,09;1,00
389;2014;0,05;1,57;0,37;2015;0,53;0,06;0,08;0,04;0,02;0,12;1;1;1;9,99;3,82;0,10;1,00
389;2015;0,06;1,40;0,60;2016;0,58;0,08;0,09;0,05;0,04;0,12;1;1;1;9,99;5,22;8,62;1,00
390;2013;0,08;1,42;0,15;2014;0,18;0,00;0,00;0,00;0,00;0,87;0;0;0;9,86;0,23;0,28;3,00
390;2014;0,06;1,22;0,11;2015;0,01;0,00;0,00;0,00;0,00;0,01;0;0;0;9,94;0,33;0,21;3,00
390;2015;-0,36;1,97;-0,66;2016;0,03;0,00;0,02;0,00;0,00;0,01;0;0;0;9,72;0,53;-1,66;3,00
391;2013;0,03;0,75;0,10;2014;0,38;0,11;0,16;0,00;0,15;0,57;1;1;1;10,53;1,14;0,09;11,00
391;2014;0,03;0,82;0,10;2015;0,40;0,02;0,04;0,00;0,02;0,11;1;1;1;10,57;1,13;0,09;11,00
391;2015;0,03;0,82;0,09;2016;0,39;0,02;0,04;0,00;0,02;0,11;1;1;1;10,59;1,18;0,09;11,00
392;2013;0,12;2,14;0,21;2014;0,45;0,70;0,61;0,00;0,00;1,00;0;1;0;9,70;0,31;0,26;7,00
392;2014;0,13;1,97;0,24;2015;0,38;0,00;0,10;0,00;0,00;0,13;1;1;0;9,69;0,37;0,28;7,00
392;2015;0,12;2,04;0,22;2016;0,40;0,00;0,12;0,00;0,00;0,13;1;1;0;9,69;0,38;0,26;7,00
393;2013;0,09;1,32;0,19;2014;0,47;0,29;0,50;0,56;0,41;0,04;1;1;1;11,54;0,04;0,08;3,00
393;2014;0,09;1,18;0,18;2015;0,58;0,05;0,08;0,10;0,14;0,02;1;1;1;11,54;0,07;0,08;3,00
393;2015;0,05;0,99;0,09;2016;0,59;0,06;0,09;0,09;0,13;0,02;1;1;1;11,53;0,12;0,06;3,00
394;2013;0,03;0,49;0,08;2014;0,48;0,31;0,37;0,34;0,04;0,84;1;1;0;10,46;0,59;0,05;7,00
394;2014;0,02;0,51;0,05;2015;0,58;0,04;0,07;0,07;0,03;0,16;1;1;1;10,44;0,70;0,03;7,00
394;2015;0,04;0,47;0,10;2016;0,63;0,05;0,07;0,07;0,07;0,16;1;1;1;10,39;0,65;0,05;7,00
395;2013;0,08;;0,10;2014;0,21;0,00;0,02;0,00;0,00;0,80;0;0;1;10,23;0,09;0,29;7,00
395;2014;0,20;;0,30;2015;0,36;0,00;0,03;0,00;0,00;0,18;1;0;1;10,79;0,06;1,63;7,00
395;2015;-0,09;;-0,14;2016;0,36;0,00;0,03;0,00;0,00;0,18;1;0;1;10,66;0,04;1,53;7,00
396;2013;0,12;3,17;0,49;2014;0,19;0,29;0,32;0,00;0,00;0,25;0;0;1;9,94;1,35;0,08;1,00
396;2014;0,12;3,19;0,49;2015;0,35;0,05;0,05;0,00;0,00;0,10;1;0;1;9,92;1,99;0,08;1,00
396;2015;0,16;3,28;0,86;2016;0,37;0,06;0,06;0,00;0,00;0,10;1;0;1;9,91;3,35;0,10;1,00
397;2013;0,08;1,50;0,13;2014;0,34;0,94;0,51;0,00;0,00;0,64;0;0;0;9,98;0,27;0,16;5,00
397;2014;0,08;1,80;0,11;2015;0,25;0,00;0,10;0,00;0,00;0,15;0;0;0;9,98;0,23;0,15;5,00
397;2015;0,01;1,03;0,02;2016;0,24;0,00;0,09;0,00;0,00;0,15;0;0;0;10,43;1,18;0,02;5,00
