"Day" "Month" "Year" "Ticker" "RD"
                
            "
"4820" "30" "09" "2012" "XRX" "
                
                    161.00M
                
            "
"4831" "30" "09" "2012" "INTC" "
                
                    2.605B
                
            "
"4839" "30" "09" "2013" "AMZN" "
                
                    1.734B
                
            "
"4840" "30" "09" "2014" "ALXN" "
                
                    100.66M
                
            "
"4843" "30" "09" "2012" "AMZN" "
                
                    1.192B
                
            "
"4846" "30" "09" "2015" "TSLA" "
                
                    178.79M
                
            "
"4850" "30" "09" "2015" "PPG" "
                
                    117.00M
                
            "
"4852" "30" "09" "2014" "XRX" "
                
                    139.00M
                
            "
"4855" "30" "09" "2014" "TMO" "
                
                    175.20M
                
            "
"4859" "30" "09" "2014" "WY" "
                
                    5.00M
                
            "
"4864" "30" "09" "2014" "PX" "
                
                    25.00M
                
            "
"4866" "30" "09" "2013" "AGN" "
                
                    163.70M
                
            "
"4869" "30" "09" "2016" "NOW" "
                
                    75.02M
                
            "
"4873" "30" "09" "2012" "EMN" "
                
                    52.00M
                
            "
"4878" "30" "09" "2016" "ISRG" "
                
                    62.60M
                
            "
"4880" "30" "09" "2013" "SIRI" "
                
                    13.01M
                
            "
"4881" "30" "09" "2015" "ISRG" "
                
                    51.00M
                
            "
"4882" "30" "09" "2012" "EXPE" "
                
                    125.62M
                
            "
"4887" "30" "09" "2016" "TMO" "
                
                    183.30M
                
            "
"4888" "30" "09" "2015" "SIRI" "
                
                    16.13M
                
            "
"4895" "30" "09" "2013" "PX" "
                
                    24.00M
                
            "
